Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
MT01,Sikka l-Bajda,Sikka l-Bajda,Malta,On Hold/Canceled,,Malta,,,"19 Feb 2015: An outline development application for the proposed development was turned down by the Malta Environment and Planning Authority(MEPA) board"" Both the Appropriate Assessment (AA) study and the draft Environment Impact Statement (EIS) clearly concluded that effective mitigation measure are not possible to address the major adverse impact that this project will have on the land and sea uses, the avifauna, the geological and geomorphologic heritage and the visual and landscape amenity. """,,,,,,,Malta Resources Authority,,,95,19,19,TBD,,,,,,5,163,100,126,,,,,,,,,,,Grounded: ,19,,,,,,,,EUR 300m,EUR,300,10,35,10,35,1.5,2,7.74,10.79,36.002,14.4,Mediterranean Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,33,,,,,,,25
MU01,HEXICON,,Mauritius,On Hold/Canceled,,unknown,"Hexicon intends to install two of it's innovative floating hexagonal platforms, consisting of 24 x 3/3.6MW turbines",http://www.hexicon.eu/,01 May 2014: Project is on hold whilst HEXICON develop their 3 and 4 turbine platform.,,,,,,,"ECO EQUITY INVESTMENT LTD,Local Investors(Mauritius)",Greenergy Indian Ocean Ltd,,172.8,48,48,TBD,,,,,,3.6,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,48,,,,,,,Hexicon Platform -   Platform length - about 700 m  Platform width - about 500 m  Full load draught - about 5 - 20 m  Maximum Height (incl. turbine blades) - 220 m  Lower hub height - 71 m  Upper hub height - 170 m  Light platform displacement - about 35000 t,,,,,,,,,,10,,-19.741,57.901,Indian Ocean,Africa,Yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
MU02,Expressions of Interest for the development of Offshore Wind Farms for the Republic of Mauritius,,Mauritius,Development Zone,,unknown,"Expressions of Interest for the Development of Offshore Wind Farms for the Republic of Mauritius, requested by Mauritius Research Council (MRC).  The MRC is looking for reputable consultancy firms having past experience in development of offshore wind farms. The consultant(s) must have extensive experience in collecting site data, conducting permitting processes, organizing social debates, preparing tender documents for procuring offshore wind turbines, and providing site supervisory services of similar projects elsewhere.",http://www.mrc.org.mu/English/News/Pages/Expressions-of-Interest-for-the-Development-of-Offshore-Wind-Farms-for-the-Republic-of-Mauritius.aspx,"04 May 2017: Closing date for applications, of Expressions of Interest for the Development of Offshore Wind Farms for the Republic of Mauritius, to be submitted to Mauritius Research Council (MRC).",,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Various,0,,,,,,,,,,,,,,,,,10,,-19.771,57.9,Indian Ocean,Africa,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX01,HEXICON,,Mexico,On Hold/Canceled,,unknown,"HEXICON intends to install one of its innovative floating hexagonal platforms, which will consist of 24x 3-3.6MW turbines.",http://www.hexicon.eu/,01 May 2014: The project is on hold whilst HEXICON develop their 3 and 4 turbine platform.,,,,,,,Hexicon AB,Hexicon AB,,86.4,24,24,TBD,,,,,,3.6,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,24,,,,,,,Hexicon Platform -   Platform length - about 700 m  Platform width - about 500 m  Full load draught - about 5 - 20 m  Maximum Height (incl. turbine blades) - 220 m  Lower hub height - 71 m  Upper hub height - 170 m  Light platform displacement - about 35000 t,,,,,,,,,,7.89,,22.369,-97.489,unknown,North America,Yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NL84,Cornelia,,Netherlands,On Hold/Canceled,,Friesland,Blue H Technologies BV ceased trading in October 2012 and therefore this project has been marked as cancelled.,,10 Oct 2012: blue H Technolgies cease trading.,,,,,,,Blue H Technologies BV,Blue H Technologies BV,,437.5,125,125,Blue H 3.5 (Blue H),,Blue H,Blue H 3.5,,,3.5,,,,,,,,,,,,,,Floating: Tension Leg Platform,125,,,,,,,SDP (Submerged Deepwater Platform),,,,46,46,,,116,,10.03,,54.335,5.18,North Sea,Europe,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL94,Q4 West,,Netherlands,On Hold/Canceled,Round 2 (NL),Noord-Holland,"On 18 December 2009, initiator Scheveningen Buiten BV (subsidiary of Eneco Wind BV) obtained a license for the realization of offshore wind farm Scheveningen Buiten. Once shipping lanes were altered, Scheveningen Buiten could not go forward. Requiring a compensatory permit space, Eneco now intends to realize the project Q4 West.",,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,1-Mar-13,,,,,Eneco Wind B.V,Eneco Wind B.V,,210,70,70,V112-3.0 MW Offshore (MHI Vestas Offshore Wind),,MHI Vestas Offshore Wind,V112-3.0 MW Offshore,,,3,136.8,80.8,112,,,,,,,,,,,Grounded: Monopile,70,,,,,,,,,,,21.5,24.5,20,25,26,29,9.88,25.93,52.682,4.205,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL67,Brown Ridge Oost,34 (ID assigned by authority),Netherlands,On Hold/Canceled,Round 2 (NL),Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,16-Jun-08,,,,,Eneco Wind B.V,Brown Ridge Oost B.V. i.o.,,282,94,94,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,110,65,90,,,,,,,,,,,Grounded: Monopile,94,,,,,,,,,,,24,26,25,30,74,79,9.73,34.12,52.717,3.468,North Sea,Europe,NO,,,2,,Beverwijk/Velsen,Ijmuiden,2,79,,150,,,,,,,,,,,22,,,,,,,20
NL03,IJmuiden,1 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,21-Jun-06,,,,,Nuon,WEOM,,153,51,51,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,115,70,90,,,,,,,,,,,Grounded: Monopile,51,,,,,,,,,,,19,22,,,22,27,9.94,18.19,52.543,4.197,North Sea,Europe,NO,,,2,,Velsen,Ijmuiden,,29,,150,,,,,,,,,,,34,,,,,,,
NL08,Q4,25 (ID assigned by authority),Netherlands,On Hold/Canceled,Round 2 (NL),Noord-Holland,,http://www.e-connection.nl/en/offshore-0,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,10-Feb-05,,,,,Eneco Wind B.V,Q4-WP B.V. i.o.,,78,26,26,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,110,65,90,,,,,,,,,,,Grounded: Monopile,26,,,,,,,,,,,21,24,21,24,24,25,9.88,12.19,52.672,4.257,North Sea,Europe,NO,,,1,,Beverwijk/Velsen or Sassenheim,IJmuiden or Noordwijk,1,50,,150,,,,,,,,,,,22,,,,,,,
NL73,Rijnveld Noord,28 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,"Export cable length dependant on route, either (34.1 or 33.4 or 41.3) km",http://www.e-connection.nl/en/offshore-0,02 Nov 2009: Application refused due to Maritime safety and aviation.,,7-Sep-07,,,,,Eneco Wind B.V,Rijnveld Noord B.V. i.o.,,81,27,27,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,110,65,90,,,,,,,,,,,Grounded: Monopile,27,,,,,,,,,,,19,20,20,30,40,39,9.95,8.53,52.358,3.86,North Sea,Europe,NO,,,1,,Sassenheim or Den Haag or Station Maasvlakte,Noord-Wijk or Scheveningen or Maasvlakte,1,34.1,,150,,,,,,,,,,,22,,,,,,,
NL25,Rijnveld Oost,29 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,"Export cable length dependant on route, either (34.1 or 33.4 or 41.3) km",http://www.e-connection.nl/en/offshore-0,02 Nov 2009: Declined due to Maritime safety and aviation.,,,,,,,Eneco Wind B.V,Rijnveld Oost B.V. i.o.,,135,45,45,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,110,65,90,,,,,,,,,,,Grounded: Monopile,45,,,,,,,,,,,19,21,20,30,35,36,9.95,15.04,52.297,3.846,North Sea,Europe,NO,,,1,,Sassenheim or Den Haag or Station Maasvlakte,Noord-Wijk or Scheveningen or Maasvlakte,1,34.1,,150,,,,,,,,,,,22,,,,,,,
NL71,Rijnveld West,30 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,Cable length 48 or 54 km depending on route,http://www.e-connection.nl/en/offshore-0,02 Nov 2009: Application refused due to Maritime safety and aviation.,,10-Jul-08,,,,,Eneco Wind B.V,Rijnveld West B.V. i.o.,,123,41,41,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,110,65,90,,,,,,,,,,,Grounded: Monopile,41,,,,,,,,,,,20,22,20,30,45,49,9.92,12.57,52.287,3.504,North Sea,Europe,NO,,,1,,Den Haag or Maasvlakte,Scheveningen or Maasvlakte,,54,,150,,,,,,,,,,,,,,,,,,
NL99,Ameland Potentiele Zoekgebieden,Ameland Potential Search Areas,Netherlands,On Hold/Canceled,12nm Search Area,Friesland,"At the end of 2012 the coalition committed to undertaking a feasibility study for developing offshore wind within the 12nm territorial sea, with the aim of identifying more economic locations. The two-phase study started with a spatial investigation of potential locations after accounting for constraints relating to ports, shipping routes, sediments and environmentally sensitive areas. Also considered were cost and grid connection opportunities.   Five potential 12nm search areas were identified (see map) which were then cost modeled against locations within the EEZ. The study estimated that EUR 600m in subsidy savings were possible under assumptions of 2020 targets of 6GW. Next steps include more detailed spatial screening and cost modeling plus consultation before deciding whether development within the 12nm area can form part of the government’s ‘Structural Vision for Offshore Wind Energy’.",http://www.rijksoverheid.nl/onderwerpen/duurzame-energie/documenten-en-publicaties/rapporten/2013/06/27/quickscan-haalbaarheidsstudie-windparken-binnen-12-mijlszone.html,"26 Sep 2014: In September 2014 the government announced that this area was too small to be developed economically (insufficient for a 700MW platform) and would not be pursued further. Additional concerns have been raised for all the areas within the 12nm zone including - environment, fishing, recreation, ports and visual impacts.",,,,,,,,Ministerie van Economische Zaken,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,14,22,,,,17,9.91,160.42,53.551,5.776,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL04,Beaufort (formerly Katwijk),4 (ID assigned by authority),Netherlands,On Hold/Canceled,Round 2 (NL),Zuid-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,12-May-06,,,,,Nuon,Nuon,,279,93,93,TBD,,,,,,3,115,70,90,,,,,,,,,,,Grounded: Monopile,93,,,,,,,,,,,19,23,,,24,31,9.97,34.12,52.323,3.975,North Sea,Europe,NO,,,1,,Maasvlakte,Maasvlakte,,35.5,,150,,,,,,,,,,103,34,,,,,,,20
NL14,Breeveertien,23 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,"Hub Height 72.5-100, Rotor Diameter 104.5 - 126.5, Total turbine height 124.5 - 160",,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,SSE Renewables (formerly Airtricity),SSE Renewables (formerly Airtricity),,150,30,30,TBD,,,,,,5,163.25,100,126.5,,,,,,,,,,,Grounded: ,30,,,,,,,,,,,21,23,,,46,47,9.9,12.52,52.543,3.877,North Sea,Europe,NO,,,,,Velsen,Ijmuiden,,,,,,,,,,,,,,,,,,,,,,20
NL15,Breeveertien II,27 (ID assigned by authority),Netherlands,On Hold/Canceled,Round 2 (NL),Noord-Holland,,http://www.airtricity.com/ireland/wind_farms/offshore/the_netherlands/site_exclusivity/breeveertien_ii/,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,13-Nov-06,,,,,Ørsted A/S (formerly DONG Energy AS),Breeveertien II Wind Farm B.V.,,349.2,97,97,TBD,,,,,,3.6,130.1,74.6,111,,,,,,,,,,,Grounded: Monopile,97,,,,,,,,,,,19,25,19,25,59,66,9.8,49.41,52.572,3.603,North Sea,Europe,NO,,,1,,Beverwijk,Ijmuiden,2,80,,150,,,,,,,,,,92,,,,,,,,20
NL78,Bruine Bank,19 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,The number of turbines and turbine capacity are approximate. Rotor diameter 105-130. Hub height 70-110.,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Evelop,Evelop,,550,121,121,TBD,,,,,,4.5,175,110,130,,,,,,,,,,,Grounded: ,121,,,,,,,,,,,25,27,,,63,64,9.86,49.28,52.612,3.661,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL31,Callantsoog Noord,66 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,02 Nov 2009: Application declined due to aviation safety aspect and effect on ecology.,,6-Jun-08,,,,,Eneco Wind B.V,Eneco Wind B.V,,303,101,101,TBD,,,,,,3,115,70,90,,,,,,,,,,,Grounded: Monopile,101,,,,,,,,,,,24,36,24,36,30,36,9.85,32.49,52.954,4.18,North Sea,Europe,NO,,,1,,Beverwijk,IJmuiden,1,58,,150,,,,,,,,,,77,34,,,,,,,
NL44,Callantsoog Oost,67 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Eneco Wind B.V,Eneco Wind B.V,,244.8,68,68,TBD,,,,,,3.6,,,,,,,,,,,,,,Grounded: ,68,,,,,,,,,,,23,28,,,37,35,9.85,28.18,52.883,4.165,North Sea,Europe,NO,,,,,Velsen,IJmuiden,,,,,,,,,,,,,,,,,,,,,,
NL43,Callantsoog West,68 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Eneco Wind B.V,Eneco Wind B.V,,244.8,68,68,TBD,,,,,,3.6,,,,,,,,,,,,,,Grounded: ,68,,,,,,,,,,,22,26,,,47,43,9.8,30.65,52.917,4.052,North Sea,Europe,NO,,,,,Velsen,IJmuiden,,,,,,,,,,,,,,,,,,,,,,
NL42,Callantsoog Zuid,69 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Eneco Wind B.V,Eneco Wind B.V,,327.6,91,91,TBD,,,,,,3.6,,,,,,,,,,,,,,Grounded: ,91,,,,,,,,,,,23,28,,,38,38,9.84,49.5,52.842,4.098,North Sea,Europe,NO,,,,,Velsen,IJmuiden,,,,,,,,,,,,,,,,,,,,,,
NL17,Clearcamp,"EP Offshore NL1, 63 (ID assigned by authority)",Netherlands,On Hold/Canceled,Round 2 (NL) / Demonstrator,Friesland,"It is unlikely that Clearcamp will be developed due to the wake effect, and in turn energy losses, for nearby 600MW Gemini. If the wind farm is to proceed, the maximum capacity may be reduced.    This project holds no SDE subsidy.",,01 Jan 2018: Estimated installation start year based assuming the park moves into development following Gemini.,,13-Jan-09,,,,,"Northland Power, Inc.","Northland Power, Inc.",,275,55,55,TBD,,,,,,,,90,,,,,,,,,,,,Grounded: Tripile,55,,,,,,,,,,,31,32,31,34,66,70,9.97,31.24,54.036,5.966,North Sea,Europe,NO,,,1,,Eemshaven,Eemshaven,1,99,,150,,,,,,,,,,80,36,,,,3,0.3,"150kV, estimated from early planning routes",20
NL12,Den Haag I,5 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,,,28 Jul 2006: Reason for refusal not known.,,,,,,,Nuon,WEOM,,381,127,127,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,127,,,,,,,,,,,20,28,,,28.64,28,10.06,24.12,52.098,3.647,North Sea,Europe,NO,,,,,Maasvlakte,Maasvlakte,,,,,,,,,,,,,,,,,,,,,,
NL05,Den Haag II,6 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,,,04 Oct 2007: Draft refusal - Due to negative effect on the safety of shipping.,,22-May-06,,,,,Nuon,WEOM,,255,85,85,TBD,,,,,,3,115,70,90,,,,,,,,,,,Grounded: Monopile,85,,,,,,,,,,,24,35,,,42,45,9.92,34.96,52.127,3.401,North Sea,Europe,NO,,,1,,,Maasvlakte or IJmuiden,,,,150,,,,,,,,,,,,,,,,,,
NL41,Den Haag III,7 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Nuon,WEOM,,705,235,235,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,235,,,,,,,,,,,22,25,30,40,52,52,9.88,55.02,52.16,3.308,North Sea,Europe,NO,,,,,Maasvlakte,Maasvlakte,,,,,,,,,,,,,,,,,,,,,,
NL13,Den Haag Noord,20 (ID assigned by authority),Netherlands,On Hold/Canceled,,Zuid-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Nuon,WEOM,,504,168,168,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,168,,,,,,,,,,,19,21,,,41.34,41,9.95,39.45,52.268,3.638,North Sea,Europe,NO,,,,,Maasvlakte,Maasvlakte,,,,,,,,,,,,,,,,,,,,,,
NL49,Den Helder 1,51 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Raedthuys Holding BV,Raedthuys Holding BV,,450,150,150,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,150,,,,,,,,,,,22,26,,,40,44,9.8,26.46,52.909,4.045,North Sea,Europe,NO,,,,,,Eemshaven,,,,150,,,,,,,,,,,,,,,,,,
NL46,Den Helder 2,53 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Raedthuys Holding BV,Raedthuys Holding BV,,450,150,150,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,150,,,,,,,,,,,23,27,,,32,38,9.84,62.06,52.842,4.1,North Sea,Europe,NO,,,,,,IJmuiden,,,,150,,,,,,,,,,,,,,,,,,
NL47,Den Helder 3,54 (ID assigned by authority),Netherlands,On Hold/Canceled,,Noord-Holland,,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,,,,,,Raedthuys Holding BV,Raedthuys Holding BV,,430,130,130,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,130,,,,,,,,,,,23,28,,,32,35,9.85,31.12,52.884,4.168,North Sea,Europe,NO,,,,,,IJmuiden,,,,150,,,,,,,,,,,,,,,,,,
NL61,Den Helder I,36 (ID assigned by authority),Netherlands,On Hold/Canceled,Round 2 (NL),Noord-Holland,Hub height between 90-100m,,"01 Jul 2015: The Offshore Wind Act (Wet Windenergie op Zee) came into operation.  Any existing permits that had not been acted upon or had subsidies allocated, have been retracted. The unused areas may be amalgamated into larger areas and feature in tender rounds post 2020.",,15-Jan-09,,,,,Ørsted A/S (formerly DONG Energy AS),Den Helder Wind Farm B.V,,468,78,78,TBD,,,,,,6,163.25,100,126.5,,,,,,,,,,,Grounded: ,78,,,,,,,,,,,23,32,23,23,64,68,9.75,47.25,52.898,3.67,North Sea,Europe,NO,,,2,,Beverwijk,IJmuiden,2,85,,150,,,,,,,,,HVDC-light (gelijkstroom van park naar land),95,33,,,,,,,
